tik,uik,voters,turnout,putin,stationary,cam,marked,gaps
TIK-25,1042,1446,66%,49%,1309,c2,,
TIK-25,980,1198,66%,52%,1134,c1,,
TIK-25,980,1198,66%,52%,1134,c2,yes,
TIK-25,981,867,66%,50%,806,c1,yes,
TIK-25,981,867,66%,50%,806,c2,yes,
TIK-25,983,999,66%,49%,964,c1,yes,
TIK-25,983,999,66%,49%,964,c2,yes,
TIK-25,999,1194,66%,51%,1178,c1,yes,
TIK-25,999,1194,66%,51%,1178,c2,yes,
TIK-27,1369,1250,66%,49%,1227,c1,yes,
TIK-27,1369,1250,66%,49%,1227,c2,yes,
TIK-27,1370,1097,66%,48%,1063,c1,yes,
TIK-27,1370,1097,66%,48%,1063,c2,yes,
TIK-27,1390,1289,66%,47%,1255,c1,yes,
TIK-27,1390,1289,66%,47%,1255,c2,yes,
TIK-27,1400,932,66%,46%,906,c1,,
TIK-27,1400,932,66%,46%,906,c2,yes,
TIK-28,1887,1400,66%,49%,1279,c1,yes,
TIK-28,1887,1400,66%,49%,1279,c2,yes,
TIK-28,1889,1627,66%,47%,1581,c1,yes,
TIK-28,1889,1627,66%,47%,1581,c2,yes,
TIK-28,1916,1290,66%,48%,1220,c1,yes,
TIK-28,1916,1290,66%,48%,1220,c2,yes,
TIK-28,1932,1391,66%,51%,1375,c1,yes,
TIK-28,1932,1391,66%,51%,1375,c2,yes,
TIK-28,1933,1195,66%,49%,1170,c1,yes,
TIK-28,1933,1195,66%,49%,1170,c2,,
TIK-29,2124,1603,66%,51%,1445,c1,yes,
TIK-29,2124,1603,66%,51%,1445,c2,yes,
TIK-29,2129,1241,66%,51%,1181,c1,,
TIK-29,2129,1241,66%,51%,1181,c2,yes,
TIK-29,2138,1444,66%,49%,1378,c1,yes,
TIK-29,2138,1444,66%,49%,1378,c2,yes,
TIK-1,14,1267,65%,46%,1254,c1,yes,
TIK-1,14,1267,65%,46%,1254,c2,yes,
TIK-1,20,947,65%,43%,918,c1,yes,
TIK-1,20,947,65%,43%,918,c2,yes,
TIK-1,42,1091,65%,45%,1065,c1,yes,
TIK-1,42,1091,65%,45%,1065,c2,yes,
TIK-1,52,1665,65%,44%,1636,c1,yes,
TIK-1,52,1665,65%,44%,1636,c2,yes,
TIK-1,8,915,65%,46%,892,c1,yes,
TIK-1,8,915,65%,46%,892,c2,yes,
TIK-2,121,953,65%,45%,860,c1,yes,
TIK-2,121,953,65%,45%,860,c2,yes,
TIK-2,129,971,65%,47%,957,c1,,
TIK-2,129,971,65%,47%,957,c2,,
TIK-2,133,1337,65%,48%,1232,c1,yes,
TIK-2,133,1337,65%,48%,1232,c2,yes,
TIK-2,138,1396,65%,43%,1376,c1,yes,
TIK-2,138,1396,65%,43%,1376,c2,yes,
TIK-2,140,1045,65%,42%,1018,c1,yes,
TIK-2,140,1045,65%,42%,1018,c2,yes,
TIK-2,143,654,65%,45%,643,c1,yes,
TIK-2,143,654,65%,45%,643,c2,yes,
TIK-2,150,923,65%,48%,896,c1,yes,
TIK-2,150,923,65%,48%,896,c2,yes,
TIK-2,153,1592,65%,47%,1538,c1,yes,
TIK-2,153,1592,65%,47%,1538,c2,yes,
TIK-2,168,1674,65%,44%,1629,c1,yes,
TIK-2,168,1674,65%,44%,1629,c2,yes,
TIK-2,175,1092,65%,46%,1054,c1,yes,
TIK-2,175,1092,65%,46%,1054,c2,yes,
TIK-3,591,1210,65%,48%,1186,c1,yes,
TIK-3,591,1210,65%,48%,1186,c2,yes,
TIK-3,613,978,65%,49%,945,c1,yes,
TIK-3,613,978,65%,49%,945,c2,yes,
TIK-4,916,922,65%,50%,848,c1,,
TIK-4,916,922,65%,50%,848,c2,yes,
TIK-4,923,1284,65%,49%,1259,c1,yes,
TIK-4,923,1284,65%,49%,1259,c2,yes,
TIK-5,1442,1510,65%,49%,1482,c1,yes,
TIK-5,1442,1510,65%,49%,1482,c2,yes,
TIK-5,1444,1182,65%,52%,1146,c1,yes,
TIK-5,1444,1182,65%,52%,1146,c2,yes,
TIK-5,1483,1086,65%,48%,1056,c1,yes,
TIK-5,1483,1086,65%,48%,1056,c2,yes,
TIK-5,1494,1391,65%,47%,1355,c1,yes,
TIK-5,1494,1391,65%,47%,1355,c2,yes,
TIK-5,1498,1324,65%,49%,1286,c1,yes,
TIK-5,1498,1324,65%,49%,1286,c2,yes,
TIK-5,1506,1295,65%,50%,1259,c1,yes,
TIK-5,1506,1295,65%,50%,1259,c2,yes,
TIK-6,1068,713,65%,50%,695,c1,yes,
TIK-6,1068,713,65%,50%,695,c2,yes,
TIK-6,1129,1564,65%,46%,1544,c1,yes,
TIK-6,1129,1564,65%,46%,1544,c2,yes,
TIK-6,1133,830,65%,52%,814,c1,yes,
TIK-6,1133,830,65%,52%,814,c2,yes,
TIK-7,641,1219,65%,47%,1194,c1,,
TIK-7,641,1219,65%,47%,1194,c2,,
TIK-8,1679,1063,65%,50%,1033,c1,yes,
TIK-8,1679,1063,65%,50%,1033,c2,yes,
TIK-8,1688,1230,65%,50%,1193,c1,yes,
TIK-8,1688,1230,65%,50%,1193,c2,yes,
TIK-8,1700,2107,65%,50%,2067,c1,yes,
TIK-8,1700,2107,65%,50%,2067,c2,yes,
TIK-8,1720,946,65%,52%,930,c1,,
TIK-8,1720,946,65%,52%,930,c2,yes,
TIK-9,1796,843,65%,48%,758,c1,yes,
TIK-9,1796,843,65%,48%,758,c2,yes,
TIK-10,200,1308,65%,50%,1279,c1,yes,
TIK-10,200,1308,65%,50%,1279,c2,yes,
TIK-10,211,1439,65%,49%,1394,c1,,
TIK-10,211,1439,65%,49%,1394,c2,yes,
TIK-10,222,1414,65%,49%,1388,c1,yes,
TIK-10,222,1414,65%,49%,1388,c2,yes,
TIK-10,241,1176,65%,46%,1141,c1,yes,
TIK-10,241,1176,65%,46%,1141,c2,yes,
TIK-10,243,1291,65%,48%,1261,c1,,
TIK-10,243,1291,65%,48%,1261,c2,yes,
TIK-11,424,1399,65%,49%,1354,c1,yes,
TIK-11,424,1399,65%,49%,1354,c2,yes,
TIK-11,437,1103,65%,50%,1068,c1,yes,
TIK-11,437,1103,65%,50%,1068,c2,yes,
TIK-11,467,1136,65%,49%,1114,c1,yes,
TIK-11,467,1136,65%,49%,1114,c2,yes,
TIK-11,491,1056,65%,50%,1022,c1,yes,
TIK-11,491,1056,65%,50%,1022,c2,yes,
TIK-12,1724,721,65%,51%,682,c1,yes,
TIK-12,1724,721,65%,51%,682,c2,yes,
TIK-12,1762,1692,65%,51%,1599,c1,yes,
TIK-12,1762,1692,65%,51%,1599,c2,yes,
TIK-12,1779,1411,65%,48%,1384,c1,yes,
TIK-12,1779,1411,65%,48%,1384,c2,yes,
TIK-13,1243,864,65%,51%,839,c1,yes,
TIK-13,1243,864,65%,51%,839,c2,yes,
TIK-13,1244,963,65%,50%,947,c1,yes,
TIK-13,1244,963,65%,50%,947,c2,yes,
TIK-13,1251,1138,65%,51%,1093,c1,yes,
TIK-13,1251,1138,65%,51%,1093,c2,yes,
TIK-14,306,1551,65%,46%,1542,c1,,
TIK-14,306,1551,65%,46%,1542,c2,yes,
TIK-15,1223,1112,65%,51%,1082,c1,yes,
TIK-15,1223,1112,65%,51%,1082,c2,yes,
TIK-15,1234,1444,65%,53%,1397,c1,yes,
TIK-15,1234,1444,65%,53%,1397,c2,yes,
TIK-17,534,1710,65%,50%,1681,c1,yes,
TIK-17,534,1710,65%,50%,1681,c2,yes,
TIK-17,551,1133,65%,50%,1105,c1,yes,
TIK-17,551,1133,65%,50%,1105,c2,yes,
TIK-18,1640,983,65%,48%,965,c1,,
TIK-18,1640,983,65%,48%,965,c2,yes,
TIK-19,1313,1148,65%,49%,1119,c1,yes,
TIK-19,1313,1148,65%,49%,1119,c2,yes,
TIK-19,1319,1436,65%,48%,1390,c1,yes,
TIK-19,1319,1436,65%,48%,1390,c2,yes,
TIK-19,1332,1118,65%,45%,1098,c1,yes,
TIK-19,1332,1118,65%,45%,1098,c2,yes,
TIK-20,1951,1498,65%,51%,1452,c1,yes,
TIK-20,1951,1498,65%,51%,1452,c2,yes,
TIK-20,1953,1715,65%,48%,1680,c1,yes,
TIK-20,1953,1715,65%,48%,1680,c2,yes,
TIK-20,1959,848,65%,50%,825,c1,yes,
TIK-20,1959,848,65%,50%,825,c2,yes,
TIK-20,1960,1570,65%,49%,1492,c1,yes,
TIK-20,1960,1570,65%,49%,1492,c2,yes,
TIK-20,1967,1483,65%,48%,1377,c1,yes,
TIK-20,1967,1483,65%,48%,1377,c2,yes,
TIK-20,1971,1211,65%,51%,1199,c1,yes,
TIK-20,1971,1211,65%,51%,1199,c2,yes,
TIK-20,1999,1327,65%,51%,1280,c1,yes,
TIK-20,1999,1327,65%,51%,1280,c2,yes,
TIK-20,2018,1814,65%,52%,1800,c1,,
TIK-20,2018,1814,65%,52%,1800,c2,yes,
TIK-22,333,1362,65%,48%,1338,c1,,
TIK-22,333,1362,65%,48%,1338,c2,yes,
TIK-22,337,1016,65%,48%,1001,c1,yes,
TIK-22,337,1016,65%,48%,1001,c2,,
TIK-22,380,1411,65%,48%,1376,c1,yes,
TIK-22,380,1411,65%,48%,1376,c2,yes,
TIK-22,384,1003,65%,48%,947,c1,,
TIK-22,384,1003,65%,48%,947,c2,yes,
TIK-22,399,1415,65%,47%,1372,c1,yes,
TIK-22,399,1415,65%,47%,1372,c2,,
TIK-22,401,1115,65%,49%,1082,c1,yes,
TIK-22,401,1115,65%,49%,1082,c2,yes,
TIK-23,2048,899,65%,50%,865,c1,yes,
TIK-23,2048,899,65%,50%,865,c2,yes,
TIK-23,2050,1432,65%,46%,1368,c1,yes,
TIK-23,2050,1432,65%,46%,1368,c2,yes,
TIK-23,2073,1226,65%,47%,1175,c1,,
TIK-23,2073,1226,65%,47%,1175,c2,yes,
TIK-23,2086,1324,65%,49%,1254,c1,yes,
TIK-23,2086,1324,65%,49%,1254,c2,yes,
TIK-23,2088,1251,65%,54%,1204,c1,yes,
TIK-23,2088,1251,65%,54%,1204,c2,yes,
TIK-23,2096,1157,65%,50%,1121,c1,yes,
TIK-23,2096,1157,65%,50%,1121,c2,yes,
TIK-24,1566,850,65%,47%,829,c1,yes,
TIK-24,1566,850,65%,47%,829,c2,yes,
TIK-25,1001,1187,65%,48%,1167,c1,yes,
TIK-25,1001,1187,65%,48%,1167,c2,yes,
TIK-25,1007,825,65%,48%,812,c1,yes,
TIK-25,1007,825,65%,48%,812,c2,yes,
TIK-25,1016,1100,65%,51%,1014,c1,yes,
TIK-25,1016,1100,65%,51%,1014,c2,yes,
TIK-25,1033,1442,65%,50%,1422,c1,yes,
TIK-25,1033,1442,65%,50%,1422,c2,yes,
TIK-25,1037,909,65%,51%,818,c1,yes,
TIK-25,1037,909,65%,51%,818,c2,yes,
TIK-25,974,1067,65%,51%,1031,c1,,
TIK-25,974,1067,65%,51%,1031,c2,yes,
TIK-27,1371,1284,65%,43%,1227,c1,yes,
TIK-27,1371,1284,65%,43%,1227,c2,yes,
TIK-27,1377,904,65%,48%,873,c1,yes,
TIK-27,1377,904,65%,48%,873,c2,yes,
TIK-27,1393,1625,65%,46%,1588,c1,yes,
TIK-27,1393,1625,65%,46%,1588,c2,yes,
TIK-27,1402,1343,65%,47%,1283,c1,yes,
TIK-27,1402,1343,65%,47%,1283,c2,yes,
TIK-27,1409,1532,65%,46%,1506,c1,yes,
TIK-27,1409,1532,65%,46%,1506,c2,,
TIK-28,1888,1400,65%,49%,1355,c1,yes,
TIK-28,1888,1400,65%,49%,1355,c2,yes,
TIK-28,1912,1225,65%,47%,1203,c1,yes,
TIK-28,1912,1225,65%,47%,1203,c2,yes,
TIK-28,1930,1398,65%,50%,1370,c1,yes,
TIK-28,1930,1398,65%,50%,1370,c2,yes,
TIK-28,1939,1404,65%,46%,1382,c1,yes,
TIK-28,1939,1404,65%,46%,1382,c2,yes,
TIK-29,2160,1785,65%,47%,1683,c1,yes,
TIK-29,2160,1785,65%,47%,1683,c2,,
TIK-29,2171,1366,65%,48%,1276,c1,,
TIK-29,2171,1366,65%,48%,1276,c2,yes,
TIK-30,2234,1401,65%,48%,1372,c1,yes,
TIK-30,2234,1401,65%,48%,1372,c2,yes,
TIK-30,2251,978,65%,46%,964,c1,yes,
TIK-30,2251,978,65%,46%,964,c2,,
TIK-1,36,1074,64%,46%,1033,c1,yes,
TIK-1,36,1074,64%,46%,1033,c2,yes,
TIK-1,9,845,64%,47%,825,c1,yes,
TIK-1,9,845,64%,47%,825,c2,yes,
TIK-2,119,1281,64%,44%,1181,c1,yes,
TIK-2,119,1281,64%,44%,1181,c2,yes,
TIK-2,145,1345,64%,44%,1320,c1,yes,
TIK-2,145,1345,64%,44%,1320,c2,yes,
TIK-2,156,1429,64%,47%,1397,c1,,
TIK-2,156,1429,64%,47%,1397,c2,yes,
TIK-2,165,1136,64%,47%,1095,c1,yes,
TIK-2,165,1136,64%,47%,1095,c2,yes,
TIK-2,166,1167,64%,47%,1142,c1,yes,
TIK-2,166,1167,64%,47%,1142,c2,yes,
TIK-2,169,980,64%,48%,966,c1,yes,
TIK-2,169,980,64%,48%,966,c2,yes,
TIK-3,595,889,64%,44%,871,c1,yes,
TIK-3,595,889,64%,44%,871,c2,yes,
TIK-3,596,977,64%,46%,959,c1,yes,
TIK-3,596,977,64%,46%,959,c2,yes,
TIK-3,609,824,64%,48%,804,c1,yes,
TIK-3,609,824,64%,48%,804,c2,yes,
TIK-3,615,859,64%,49%,838,c1,yes,
TIK-3,615,859,64%,49%,838,c2,yes,
TIK-3,628,1204,64%,49%,1173,c1,yes,
TIK-3,628,1204,64%,49%,1173,c2,yes,
TIK-4,918,1020,64%,49%,981,c1,yes,
TIK-4,918,1020,64%,49%,981,c2,,
TIK-4,920,1091,64%,50%,1051,c1,yes,
TIK-4,920,1091,64%,50%,1051,c2,,
TIK-4,941,1355,64%,45%,1331,c1,yes,
TIK-4,941,1355,64%,45%,1331,c2,yes,
TIK-5,1422,1140,64%,50%,1128,c1,yes,
TIK-5,1422,1140,64%,50%,1128,c2,yes,
TIK-5,1452,1147,64%,50%,1057,c1,yes,
TIK-5,1452,1147,64%,50%,1057,c2,yes,
TIK-5,1490,1407,64%,47%,1372,c1,yes,
TIK-5,1490,1407,64%,47%,1372,c2,yes,
TIK-5,1497,1415,64%,48%,1389,c1,yes,
TIK-5,1497,1415,64%,48%,1389,c2,yes,
TIK-5,1524,1338,64%,50%,1322,c1,yes,
TIK-5,1524,1338,64%,50%,1322,c2,yes,
TIK-5,1527,1449,64%,46%,1429,c1,yes,
TIK-5,1527,1449,64%,46%,1429,c2,yes,
TIK-6,1065,1233,64%,49%,1172,c1,yes,
TIK-6,1065,1233,64%,49%,1172,c2,,
TIK-6,1067,1176,64%,50%,1162,c1,yes,
TIK-6,1067,1176,64%,50%,1162,c2,yes,
TIK-6,1090,1091,64%,49%,1078,c1,,
TIK-6,1090,1091,64%,49%,1078,c2,yes,
TIK-6,1120,1407,64%,50%,1386,c1,,
TIK-6,1120,1407,64%,50%,1386,c2,yes,
TIK-6,1137,1718,64%,46%,1714,c1,yes,
TIK-6,1137,1718,64%,46%,1714,c2,,
TIK-7,778,949,64%,48%,926,c1,yes,
TIK-7,778,949,64%,48%,926,c2,yes,
TIK-8,1674,734,64%,44%,704,c1,yes,
TIK-8,1674,734,64%,44%,704,c2,yes,
TIK-8,1678,342,64%,49%,333,c1,yes,
TIK-8,1678,342,64%,49%,333,c2,yes,
TIK-8,1680,1259,64%,51%,1196,c1,yes,
TIK-8,1680,1259,64%,51%,1196,c2,,
TIK-8,1689,1589,64%,49%,1553,c1,yes,
TIK-8,1689,1589,64%,49%,1553,c2,yes,
TIK-8,1690,1387,64%,50%,1332,c1,yes,
TIK-8,1690,1387,64%,50%,1332,c2,yes,
TIK-8,1695,1684,64%,49%,1645,c1,yes,
TIK-8,1695,1684,64%,49%,1645,c2,yes,
TIK-8,1718,1598,64%,51%,1564,c1,yes,
TIK-8,1718,1598,64%,51%,1564,c2,yes,
TIK-9,1810,1506,64%,44%,1469,c1,,
TIK-9,1810,1506,64%,44%,1469,c2,yes,
TIK-9,1829,819,64%,47%,802,c1,yes,
TIK-9,1829,819,64%,47%,802,c2,yes,
TIK-9,1833,917,64%,49%,891,c1,,
TIK-9,1833,917,64%,49%,891,c2,yes,
TIK-10,218,1329,64%,49%,1301,c1,yes,
TIK-10,218,1329,64%,49%,1301,c2,yes,
TIK-11,415,1063,64%,46%,1028,c1,yes,
TIK-11,415,1063,64%,46%,1028,c2,yes,
TIK-11,447,1428,64%,51%,1388,c1,yes,
TIK-11,447,1428,64%,51%,1388,c2,yes,
TIK-11,458,1594,64%,47%,1537,c1,yes,
TIK-11,458,1594,64%,47%,1537,c2,yes,
TIK-11,460,1311,64%,48%,1253,c1,yes,
TIK-11,460,1311,64%,48%,1253,c2,yes,
TIK-11,493,1302,64%,47%,1229,c1,yes,
TIK-11,493,1302,64%,47%,1229,c2,,
TIK-11,504,1575,64%,48%,1546,c1,yes,
TIK-11,504,1575,64%,48%,1546,c2,yes,
TIK-12,1773,881,64%,47%,861,c1,yes,
TIK-12,1773,881,64%,47%,861,c2,yes,
TIK-12,1776,1314,64%,47%,1290,c1,yes,
TIK-12,1776,1314,64%,47%,1290,c2,yes,
TIK-13,1245,1043,64%,50%,1017,c1,yes,
TIK-13,1245,1043,64%,50%,1017,c2,,
TIK-13,1271,707,64%,52%,694,c1,yes,
TIK-13,1271,707,64%,52%,694,c2,yes,
TIK-15,1222,1004,64%,53%,964,c1,yes,
TIK-15,1222,1004,64%,53%,964,c2,yes,
TIK-16,2187,1073,64%,43%,1057,c1,yes,
TIK-16,2187,1073,64%,43%,1057,c2,yes,
TIK-17,517,1223,64%,47%,1188,c1,yes,
TIK-17,517,1223,64%,47%,1188,c2,,
TIK-17,541,1554,64%,45%,1522,c1,yes,
TIK-17,541,1554,64%,45%,1522,c2,yes,
TIK-17,543,1600,64%,47%,1551,c1,,
TIK-17,543,1600,64%,47%,1551,c2,yes,
TIK-18,1652,759,64%,53%,713,c1,yes,
TIK-18,1652,759,64%,53%,713,c2,yes,
TIK-19,1282,1970,64%,47%,1950,c1,,
TIK-19,1282,1970,64%,47%,1950,c2,yes,
TIK-19,1292,872,64%,45%,852,c1,yes,
TIK-19,1292,872,64%,45%,852,c2,yes,
TIK-19,1295,742,64%,43%,697,c1,yes,
TIK-19,1295,742,64%,43%,697,c2,yes,
TIK-20,1958,1617,64%,48%,1554,c1,yes,
TIK-20,1958,1617,64%,48%,1554,c2,yes,
TIK-20,1992,1373,64%,49%,1331,c1,,
TIK-20,1992,1373,64%,49%,1331,c2,yes,
TIK-22,339,862,64%,47%,842,c1,yes,
TIK-22,339,862,64%,47%,842,c2,yes,
TIK-22,386,1572,64%,45%,1539,c1,yes,
TIK-22,386,1572,64%,45%,1539,c2,yes,
TIK-24,1579,1274,64%,45%,1248,c1,yes,
TIK-24,1579,1274,64%,45%,1248,c2,yes,
TIK-25,977,1228,64%,49%,1198,c1,yes,
TIK-25,977,1228,64%,49%,1198,c2,yes,
TIK-25,988,1252,64%,50%,1206,c1,,
TIK-25,988,1252,64%,50%,1206,c2,yes,
TIK-26,1160,1482,64%,49%,1450,c1,yes,
TIK-26,1160,1482,64%,49%,1450,c2,yes,
TIK-27,1401,1168,64%,46%,1136,c1,yes,
TIK-27,1401,1168,64%,46%,1136,c2,yes,
TIK-28,1875,1093,64%,45%,1063,c1,yes,
TIK-28,1875,1093,64%,45%,1063,c2,,
TIK-28,1876,1176,64%,49%,1140,c1,yes,
TIK-28,1876,1176,64%,49%,1140,c2,yes,
TIK-28,1882,1451,64%,47%,1423,c1,yes,
TIK-28,1882,1451,64%,47%,1423,c2,yes,
TIK-28,1897,1629,64%,46%,1609,c1,yes,
TIK-28,1897,1629,64%,46%,1609,c2,yes,
TIK-28,1910,1211,64%,47%,1193,c1,yes,
TIK-28,1910,1211,64%,47%,1193,c2,yes,
TIK-28,1911,1342,64%,48%,1318,c1,yes,
TIK-28,1911,1342,64%,48%,1318,c2,yes,
TIK-28,1920,1282,64%,49%,1242,c1,yes,
TIK-28,1920,1282,64%,49%,1242,c2,yes,
TIK-28,1937,1360,64%,46%,1338,c1,yes,
TIK-28,1937,1360,64%,46%,1338,c2,yes,
TIK-28,1938,1482,64%,47%,1446,c1,yes,
TIK-28,1938,1482,64%,47%,1446,c2,yes,
TIK-29,2108,1323,64%,49%,1196,c1,yes,
TIK-29,2108,1323,64%,49%,1196,c2,yes,
TIK-29,2141,991,64%,50%,959,c1,yes,
TIK-29,2141,991,64%,50%,959,c2,,
TIK-29,2147,1446,64%,47%,1418,c1,yes,
TIK-29,2147,1446,64%,47%,1418,c2,yes,
TIK-29,2151,1548,64%,48%,1516,c1,,
TIK-29,2151,1548,64%,48%,1516,c2,yes,
TIK-1,22,997,63%,44%,954,c1,,
TIK-1,22,997,63%,44%,954,c2,yes,
TIK-1,23,748,63%,44%,719,c1,yes,
TIK-1,23,748,63%,44%,719,c2,yes,
TIK-1,40,1142,63%,45%,1111,c1,yes,
TIK-1,40,1142,63%,45%,1111,c2,yes,
TIK-2,127,925,63%,44%,841,c1,yes,
TIK-2,127,925,63%,44%,841,c2,,
TIK-3,576,1077,63%,45%,1064,c1,yes,
TIK-3,576,1077,63%,45%,1064,c2,yes,
TIK-3,584,1216,63%,48%,1119,c1,yes,
TIK-3,584,1216,63%,48%,1119,c2,,
TIK-3,590,600,63%,47%,586,c1,yes,
TIK-3,590,600,63%,47%,586,c2,yes,
TIK-4,950,1310,63%,47%,1281,c1,,
TIK-4,950,1310,63%,47%,1281,c2,,
TIK-4,957,1385,63%,48%,1298,c1,yes,
TIK-4,957,1385,63%,48%,1298,c2,,
TIK-5,1445,1173,63%,49%,1134,c1,yes,
TIK-5,1445,1173,63%,49%,1134,c2,yes,
TIK-5,1462,1156,63%,46%,1119,c1,,
TIK-5,1462,1156,63%,46%,1119,c2,yes,
TIK-5,1464,1140,63%,46%,1126,c1,yes,
TIK-5,1464,1140,63%,46%,1126,c2,yes,
TIK-5,1465,1280,63%,46%,1266,c1,yes,
TIK-5,1465,1280,63%,46%,1266,c2,yes,
TIK-5,1474,1273,63%,48%,1241,c1,yes,
TIK-5,1474,1273,63%,48%,1241,c2,yes,
TIK-5,1507,1167,63%,48%,1138,c1,yes,
TIK-5,1507,1167,63%,48%,1138,c2,yes,
TIK-5,1513,1468,63%,48%,1443,c1,yes,
TIK-5,1513,1468,63%,48%,1443,c2,yes,
TIK-5,1515,1210,63%,46%,1185,c1,yes,
TIK-5,1515,1210,63%,46%,1185,c2,yes,
TIK-6,1098,1263,63%,49%,1243,c1,,
TIK-6,1098,1263,63%,49%,1243,c2,yes,
TIK-7,638,1417,63%,46%,1373,c1,yes,
TIK-7,638,1417,63%,46%,1373,c2,yes,
TIK-7,768,1468,63%,46%,1428,c1,yes,
TIK-7,768,1468,63%,46%,1428,c2,,
TIK-7,792,1187,63%,48%,1155,c1,yes,
TIK-7,792,1187,63%,48%,1155,c2,yes,
TIK-7,797,1175,63%,47%,1156,c1,,
TIK-7,797,1175,63%,47%,1156,c2,yes,
TIK-7,802,1488,63%,47%,1436,c1,yes,
TIK-7,802,1488,63%,47%,1436,c2,yes,
TIK-7,807,1336,63%,47%,1308,c1,yes,
TIK-7,807,1336,63%,47%,1308,c2,yes,
TIK-8,1696,1539,63%,48%,1503,c1,,
TIK-8,1696,1539,63%,48%,1503,c2,yes,
TIK-9,1815,1022,63%,42%,993,c1,yes,
TIK-9,1815,1022,63%,42%,993,c2,yes,
TIK-9,1835,1332,63%,48%,1322,c1,yes,
TIK-9,1835,1332,63%,48%,1322,c2,yes,
TIK-9,1839,1468,63%,50%,1443,c1,yes,
TIK-9,1839,1468,63%,50%,1443,c2,yes,
TIK-10,216,1133,63%,47%,1105,c1,yes,
TIK-10,216,1133,63%,47%,1105,c2,yes,
TIK-10,223,982,63%,47%,963,c1,yes,
TIK-10,223,982,63%,47%,963,c2,yes,
TIK-11,456,1404,63%,46%,1362,c1,yes,
TIK-11,456,1404,63%,46%,1362,c2,yes,
TIK-12,1739,1073,63%,49%,1060,c1,yes,
TIK-12,1739,1073,63%,49%,1060,c2,yes,
TIK-12,1756,1285,63%,46%,1271,c1,yes,
TIK-12,1756,1285,63%,46%,1271,c2,yes,
TIK-12,1757,1425,63%,44%,1413,c1,yes,
TIK-12,1757,1425,63%,44%,1413,c2,,
TIK-12,1771,1223,63%,47%,1211,c1,,
TIK-12,1771,1223,63%,47%,1211,c2,yes,
TIK-12,1777,1031,63%,47%,1022,c1,yes,
TIK-12,1777,1031,63%,47%,1022,c2,yes,
TIK-13,1256,707,63%,50%,654,c1,yes,
TIK-13,1256,707,63%,50%,654,c2,yes,
TIK-13,1258,917,63%,50%,866,c1,yes,
TIK-13,1258,917,63%,50%,866,c2,yes,
TIK-13,1265,879,63%,48%,845,c1,,
TIK-13,1265,879,63%,48%,845,c2,yes,
TIK-14,277,715,63%,49%,692,c1,yes,
TIK-14,277,715,63%,49%,692,c2,yes,
TIK-14,284,1117,63%,48%,1092,c1,yes,
TIK-14,284,1117,63%,48%,1092,c2,yes,
TIK-14,308,1840,63%,43%,1805,c1,yes,
TIK-14,308,1840,63%,43%,1805,c2,,
TIK-14,311,1296,63%,44%,1289,c1,yes,
TIK-14,311,1296,63%,44%,1289,c2,yes,
TIK-15,1232,1130,63%,52%,1083,c1,yes,
TIK-15,1232,1130,63%,52%,1083,c2,yes,
TIK-17,520,1468,63%,48%,1437,c1,yes,
TIK-17,520,1468,63%,48%,1437,c2,yes,
TIK-17,542,1494,63%,47%,1448,c1,yes,
TIK-17,542,1494,63%,47%,1448,c2,yes,
TIK-17,550,1187,63%,47%,1146,c1,yes,
TIK-17,550,1187,63%,47%,1146,c2,yes,
TIK-18,1643,1420,63%,47%,1401,c1,,
TIK-18,1643,1420,63%,47%,1401,c2,yes,
TIK-18,1649,882,63%,47%,863,c1,,
TIK-18,1649,882,63%,47%,863,c2,yes,
TIK-19,1320,943,63%,49%,901,c1,yes,
TIK-19,1320,943,63%,49%,901,c2,yes,
TIK-19,1329,1139,63%,44%,1113,c1,yes,
TIK-19,1329,1139,63%,44%,1113,c2,yes,
TIK-20,1957,1655,63%,47%,1585,c1,yes,
TIK-20,1957,1655,63%,47%,1585,c2,yes,
TIK-20,1978,1603,63%,49%,1585,c1,yes,
TIK-20,1978,1603,63%,49%,1585,c2,yes,
TIK-20,2001,1621,63%,47%,1542,c1,yes,
TIK-20,2001,1621,63%,47%,1542,c2,yes,
TIK-21,836,1394,63%,51%,1354,c1,yes,
TIK-21,836,1394,63%,51%,1354,c2,yes,
TIK-21,838,1385,63%,51%,1366,c1,yes,
TIK-21,838,1385,63%,51%,1366,c2,yes,
TIK-21,890,1077,63%,48%,1060,c1,,
TIK-21,890,1077,63%,48%,1060,c2,yes,
TIK-22,383,1468,63%,48%,1435,c1,,
TIK-22,383,1468,63%,48%,1435,c2,yes,
TIK-22,385,1563,63%,48%,1517,c1,yes,
TIK-22,385,1563,63%,48%,1517,c2,yes,
TIK-23,2054,1543,63%,49%,1499,c1,,
TIK-23,2054,1543,63%,49%,1499,c2,yes,
TIK-23,2062,1296,63%,47%,1248,c1,yes,
TIK-23,2062,1296,63%,47%,1248,c2,yes,
TIK-23,2076,1014,63%,48%,989,c1,yes,
TIK-23,2076,1014,63%,48%,989,c2,,
TIK-23,2092,1175,63%,47%,1128,c1,yes,
TIK-23,2092,1175,63%,47%,1128,c2,yes,
TIK-24,1567,945,63%,44%,922,c1,yes,
TIK-24,1567,945,63%,44%,922,c2,yes,
TIK-24,1570,1048,63%,47%,1010,c1,yes,
TIK-24,1570,1048,63%,47%,1010,c2,yes,
